Ship Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
2014-03-22,95857393000,786095,41113.94,29465.489999999983,206247560.46000004,150070126.34,56177434.12000001
2014-03-23,86377492322,843966,36576.09000000001,25140.109999999975,179227569.64000002,121947049.35,57280520.29000002
2014-03-24,94762948071,807499,42529.139999999985,29651.369999999984,207787197.9099999,145917318.12000003,61869879.78999999
2014-03-25,98154368574,917019,46427.619999999966,32328.37999999999,242871840.7700001,171059735.91999996,71812104.85000002
2014-03-26,105502692555,915949,49275.06999999997,34660.88999999999,231498635.31,160031517.65999997,71467117.65000002
2014-03-27,93179759395,854198,47894.11999999995,33569.53000000002,217077383.67999995,150888555.37,66188828.31000004
2014-03-28,91160608870,862997,42006.499999999985,28993.510000000002,230078000.5499999,159161025.31,70916975.24
2014-03-29,102502852022,953033,51733.39999999994,36554.33999999999,250473942.44,175540324.13999984,74933618.30000001
2014-03-30,95392213983,911803,42634.23,29887.419999999976,210172778.57999995,147576305.23000002,62596473.34999998
2014-03-31,98770156170,855692,45081.77999999998,30999.02,212938285.34999993,147972359.74000007,64965925.61000004
2014-04-01,97253417963,884877,45603.129999999976,31485.680000000004,222601197.35,150519073.89000005,72082123.46000002
2014-04-02,94730407007,900999,48633.30999999995,33983.52,260524724.24999994,181665461.16000003,78859263.09000002
2014-04-03,95482275336,869825,50473.25999999995,35668.78999999999,240550081.84000012,170175781.95999986,70374299.87999997
2014-04-04,101095391172,892106,52442.48999999993,36930.55,245463655.16,170428447.32999995,75035207.82999997
2014-04-05,111574324684,951925,57795.61999999993,41508.42,262557781.72000012,185533931.95000014,77023849.77
2014-04-06,89774973604,898453,46750.07999999997,33467.909999999996,247486996.76,178572460.58,68914536.18000004
2014-04-07,93103371877,916305,49300.14999999994,34677.090000000026,261870113.37000015,184706152.43999994,77163960.92999998
2014-04-08,103228224652,939200,54637.82999999993,38725.55,276996745.2600003,196701209.6300002,80295535.63
2014-04-09,105879178502,969638,57751.599999999904,40630.039999999986,297720493.4600002,210361737.04000002,87358756.42000002
2014-04-10,89117441553,777816,50175.49999999997,35796.289999999986,215062289.45000005,150790110.66,64272178.79000001
2014-04-11,97822303650,973080,48701.579999999965,34075.959999999985,268972031.77,187504490.4000001,81467541.36999999
2014-04-12,99238474973,890789,47752.66999999996,33304.45,227359520.5899999,157577634.44000006,69781886.14999998
2014-04-13,84565254742,823737,39564.169999999984,27698.22999999999,187844772.43000007,128593036.04999997,59251736.37999996
2014-04-14,97611824647,856212,47887.13999999996,33333.76999999998,222122455.08999988,152552668.02,69569787.06999998
2014-04-15,100743264107,954464,50218.08999999997,35573.66999999997,283384929.4600001,202440324.42000008,80944605.04
2014-04-16,105517585393,1016197,52124.79999999993,36885.54999999998,277619844.56999993,195997566.02999985,81622278.54000004
2014-04-17,84145710582,691608,33250.65000000001,22767.59,155154244.71000004,105862512.14999998,49291732.55999999
2014-04-18,106458725055,924073,47979.639999999956,34495.08999999998,248635385.23000002,180957158.48,67678226.74999996
2014-04-19,104782383431,913908,45794.44999999995,32279.289999999957,237063389.50999996,167182862.9900001,69880526.52000001
2014-04-20,102776283235,896569,46312.86999999995,32557.179999999993,236411295.30999994,166808340.87999985,69602954.43000007
2014-04-21,101293497619,908191,48460.70999999998,34101.94999999999,242412206.8299999,173122250.17,69289956.66000001
2014-04-22,112234959864,953981,53083.00999999998,37796.51999999999,252808761.28999996,181557462.55999997,71251298.73
2014-04-23,97474004865,971126,45924.71999999997,31567.63999999996,246075782.1899999,169480761.57999995,76595020.60999995
2014-04-24,101534606791,923777,44878.79999999997,31876.709999999977,231535318.47999993,166026796.51000005,65508521.97000004
2014-04-25,98376685476,824690,43152.42999999999,30545.80999999998,196828514.51999998,137157557.51999998,59670957.00000003
2014-04-26,108926335512,1013084,49997.99999999998,34703.29999999995,247451735.94,170530550.91999996,76921185.02000004
2014-04-27,91865868004,794012,40615.70999999997,28335.490000000005,204846734.08999994,144159527.01,60687207.07999994
2014-04-28,104918810810,968932,49632.679999999986,34591.27999999999,253556585.1300001,175243592.62,78312992.51
2014-04-29,100706477980,899473,48881.869999999966,34646.33999999998,245345745.69000012,175996175.34000018,69349570.35
2014-04-30,101699331175,918244,44157.33999999998,30685.589999999986,243141259.4700001,172320246.08999985,70821013.38000003
2014-05-01,103667238631,945488,50949.15999999995,35845.579999999965,267645106.07000005,190498315.26999998,77146790.79999997
2014-05-02,99845198575,855764,44428.77999999998,30901.519999999975,204514897.73999995,143207868.03999996,61307029.69999999
2014-05-03,102949662631,981094,46024.93999999999,32746.80999999998,255287837.65999997,180578479.34999982,74709358.30999999
2014-05-04,100398621791,961418,48388.20999999995,33908.42999999997,259779295.54000008,180217033.89999998,79562261.64
2014-05-05,107853968091,981469,54046.31999999993,38305.84000000001,272634117.38,192775335.54999998,79858781.83000006
2014-05-06,87148101112,823092,42232.76999999997,29572.639999999978,220590843.71,154494694.22000006,66096149.48999998
2014-05-07,104427224232,837841,49253.829999999965,34361.19999999999,218187096.39000008,150563754.61999992,67623341.76999998
2014-05-08,90834031723,797579,40732.03,29298.079999999998,216474680.7599999,155653137.50000003,60821543.26000002
2014-05-09,95009493680,892392,48204.909999999974,34309.98999999998,253031220.47000006,178931256.71,74099963.75999999
2014-05-10,103196343969,886449,48635.47999999996,33990.71,241300142.18999997,166832703.24000007,74467438.94999999
2014-05-11,108836894540,960101,56447.44999999993,40588.029999999984,285272889.4100001,206363441.82999983,78909447.57999998
2014-05-12,96856862348,869836,50362.299999999916,35568.58999999998,254284333.46000004,181830127.95000002,72454205.51000002
2014-05-13,100121117397,890858,46687.61999999994,33075.599999999984,235139785.4999998,167496002.95000002,67643782.55000001
2014-05-14,100319519679,935635,52932.74999999992,37149.16000000001,267184587.6599999,185850683.47999993,81333904.18
2014-05-15,106725442636,989137,57931.87999999995,41087.31999999999,314682849.8000001,225871406.52000004,88811443.28
2014-05-16,108544062584,958058,49741.72999999995,34879.64999999998,234500566.90999997,163825136.8399999,70675430.07000001
2014-05-17,104813321692,910365,51771.11999999994,36656.679999999986,260354521.4499998,182202983.28,78151538.16999996
2014-05-18,107556538307,1036524,55988.649999999965,39884.97999999999,284136904.3600001,201533702.0000001,82603202.35999997
2014-05-19,107735720522,956254,51458.63999999994,36263.919999999984,251409991.38000005,175918021.3699999,75491970.00999999
2014-05-20,102409871483,926877,50772.98999999998,35509.259999999966,238817897.88000005,166100177.67999995,72717720.19999997
2014-05-21,96936711771,837915,46910.60999999994,33116.80999999998,240778921.84999996,175331051.41000012,65447870.439999975
2014-05-22,104818646351,897199,46024.849999999984,32484.719999999965,237646878.4800001,168631269.0800001,69015609.40000002
2014-05-23,103496005231,884027,44813.85999999998,31626.249999999978,209848252.61,145964563.99999997,63883688.61000001
2014-05-24,113204144127,1017144,50685.40999999995,34926.35999999997,269504745.1699999,189661556.82000002,79843188.35000001
2014-05-25,108584198272,1011657,46147.72999999999,31652.020000000008,238965516.49999994,164207673.02999997,74757843.47
2014-05-26,96359823112,863738,45056.46999999998,31265.269999999986,238642498.15999997,165173748.25999996,73468749.90000002
2014-05-27,98574960725,931867,43937.17000000001,31273.589999999967,222286121.95999995,160648546.25,61637575.71
2014-05-28,95778209016,847757,45507.94999999995,31706.459999999992,229613744.9699999,160790587.76999998,68823157.20000003
2014-05-29,102142556954,932568,50511.65999999998,35554.289999999964,252124308.70000005,178303359.43000007,73820949.27000006
2014-05-30,112008604991,969703,50043.709999999985,35129.91999999997,260993455.64000013,185427692.48000002,75565763.1599999
2014-05-31,105901393633,893576,49199.399999999965,33940.779999999955,231627858.46000004,159645099.78999996,71982758.67
2014-06-01,96256794337,830645,43194.59999999999,30003.209999999985,199923434.05999994,136157877.22999996,63765556.83000002
2014-06-02,94198377990,839814,41455.54999999998,28674.53,193662920.26,132808298.92999998,60854621.33000001
2014-06-03,91703419425,833010,38512.350000000006,27473.04999999999,196487669.68000004,142154725.74000004,54332943.940000005
2014-06-04,101800145441,906539,52120.06999999995,37161.030000000006,235437038.49000007,165627257.01000002,69809781.47999996
2014-06-05,97789242995,813134,48794.11999999996,34372.74999999999,243993605.42000002,173873018.53999993,70120586.87999998
2014-06-06,100866185244,929556,47726.64999999996,33638.84999999998,244549473.42000023,171319741.39999998,73229732.02000001
2014-06-07,110802108679,1083759,55094.50999999994,38360.42000000001,280076908.6800001,193386472.99000007,86690435.69000001
2014-06-08,101588659957,946719,53294.05999999993,38256.070000000014,276036169.13000005,199484294.6499999,76551874.48000006
2014-06-09,94474267600,960228,50874.61999999995,35663.56,280312653.5400002,198786254.65000004,81526398.89000002
2014-06-10,95631547379,848770,45009.79999999997,32690.389999999992,224826410.55999994,162632001.60000008,62194408.96
2014-06-11,100665449698,925159,52184.959999999955,36787.659999999974,280071280.97,200197078.81000006,79874202.15999998
2014-06-12,102510390488,882995,57387.73999999992,41237.84,268091345.4,192270346.29,75820999.11000003
2014-06-13,108951472272,990777,54587.90999999993,38706.19999999999,279875877.4299999,196230543.23999998,83645334.19000007
2014-06-14,99150684806,842561,52930.96999999996,36940.69999999999,252836523.41000012,177029495.7100001,75807027.69999997
2014-06-15,106870689614,923541,52412.40999999993,37144.299999999996,266348222.1399999,187391887.00999996,78956335.12999997
2014-06-16,102688979805,909252,47309.239999999954,32805.93999999998,229931499.78999993,157137806.3099999,72793693.48000003
2014-06-17,97120180642,885003,50556.21999999995,36600.8,258392582.83999994,188107251.60999998,70285331.23
2014-06-18,105059216670,969284,56833.52999999994,40755.72999999998,289668069.0900001,207899885.21,81768183.88
2014-06-19,97893028066,925132,48037.469999999965,34191.32999999999,260085963.40999988,185966143.09999993,74119820.30999996
2014-06-20,93187072675,895223,44990.01999999998,32174.089999999967,233266152.47999996,168907333.33,64358819.150000006
2014-06-21,93182571560,872108,52437.96999999996,37681.33999999999,262378974.03,190416018.87999997,71962955.15000002
2014-06-22,99560923360,1022111,49898.86999999998,35885.16999999997,264370627.7400001,189851038.71000007,74519589.03000003
2014-06-23,103154217531,965406,50907.019999999975,36447.84999999995,257973050.84999996,185543358.4400001,72429692.40999998
2014-06-24,113005581035,982490,48211.72999999996,33368.09999999997,250648684.65999988,172970957.85000008,77677726.80999999
2014-06-25,125607863470,1087296,52285.759999999966,36056.019999999946,253441667.71000004,174318754.67999992,79122913.03000003
2014-06-26,99938154221,874553,46921.04999999998,33231.70999999995,225861538.40000013,160369736.94000006,65491801.460000016
2014-06-27,102110741378,891370,42889.92999999998,29843.379999999972,215209289.80000013,150382948.14999998,64826341.650000006
2014-06-28,109881336858,946384,39486.030000000006,27038.79999999998,198916062.72999996,135952741.22,62963321.50999999
2014-06-29,95743635910,899943,42413.459999999985,29502.91999999998,207440254.82999992,145362193.65000007,62078061.17999997
2014-06-30,96584803614,935884,46877.50999999999,33170.83999999997,257995930.54999992,184209453.6699999,73786476.88000007
2014-07-01,107451035539,1018199,46226.279999999984,32390.469999999958,241370862.1599999,166768296.25000003,74602565.91000004
2014-07-02,110201054230,1047246,51284.04999999997,35758.319999999956,265079427.59,186257614.47000003,78821813.11999999
2014-07-03,92035471010,832149,44643.62999999997,31645.169999999984,217232954.40000007,154530673.29,62702281.11000001
2014-07-04,110593178678,982458,50889.62999999998,35693.77999999998,235286899.51000002,163278938.37999997,72007961.13
2014-07-05,104724931452,976865,50879.819999999956,36170.17,280456104.77000004,202822998.81,77633105.96
2014-07-06,103821190914,879115,48071.859999999986,33726.29999999997,237783791.81000003,167459821.68,70323970.13000001
2014-07-07,87997432141,881300,43466.58999999999,31197.899999999994,230638475.19000012,165468655.5299999,65169819.65999999
2014-07-08,111455331402,937187,54441.22999999994,37968.630000000005,269440935.19000006,189087242.80000004,80353692.38999997
2014-07-09,101702325798,984428,49574.65999999994,34790.179999999986,268783435.75,188711989.55999994,80071446.19
2014-07-10,104175780155,983079,53539.50999999993,37803.119999999995,277541916.59,194114222.52,83427694.07000005
2014-07-11,100436022274,823631,48133.739999999954,33561.409999999996,212522930.3299999,148308104.45999998,64214825.87000001
2014-07-12,106071531431,856859,51996.689999999966,36577.68,233495386.23000017,164638218.00999987,68857168.21999997
2014-07-13,110839305812,982665,61169.39999999991,43603.79000000001,317142687.37,225043709.93000004,92098977.43999998
2014-07-14,107374676538,950731,56168.1599999999,39516.39000000001,282867993.60999995,198732892.4700001,84135101.13999997
2014-07-15,111645916807,909923,55638.839999999946,38985.38,257375643.60000008,182956968.36000007,74418675.23999998
2014-07-16,102281837102,948966,56807.64999999993,40810.4,290964371.5,205272352.08999997,85692019.40999997
2014-07-17,97503589569,907058,56604.55999999993,40510.13,271952059.66,195655952.1899999,76296107.47000001
2014-07-18,107970157444,950204,56665.74999999992,41108.81999999998,273175218.23000014,199199807.53,73975410.69999997
2014-07-19,94342227854,920165,51296.119999999944,36313.849999999984,274036695.27000004,194395815.87,79640879.39999996
2014-07-20,92185160589,838634,43702.17999999998,30717.019999999964,230713907.51999998,162800622.46,67913285.06000005
2014-07-21,124426521914,1120932,61027.49999999992,43995.98999999998,301884844.1500001,218410131.15999994,83474712.99000004
2014-07-22,97048441206,873115,50049.32999999993,35480.389999999985,240086314.36,168695371.21000004,71390943.14999998
2014-07-23,109677275141,989682,51436.879999999954,36109.31999999996,268612052.38,189224909.36,79387143.02
2014-07-24,100037892259,1041248,47528.94999999998,33702.30999999996,273377369.20000005,194981536.87999988,78395832.32000001
2014-07-25,85604749780,793416,42261.45999999999,29622.599999999984,208484076.57,144975568.06000003,63508508.51
2014-07-26,91529648451,858022,41396.109999999986,28995.15999999999,227546150.16999993,161987250.01,65558900.15999998
2014-07-27,106086591524,908896,46417.21999999997,31706.02999999995,216637990.99000004,147943926.21,68694064.77999994
2014-07-28,100280505264,933533,48537.46999999998,33990.76999999996,239952703.86999997,166816286.8500001,73136417.02000001
2014-07-29,90252714197,802813,44388.49999999996,31497.979999999985,237663398.57000002,169451518.96000004,68211879.61000003
2014-07-30,86458792084,819242,33840.49000000001,23917.309999999983,172331549.16000003,123185286.36,49146262.800000034
2014-07-31,93622474363,884843,39447.71000000002,27417.019999999982,206680627.35,141860959.00999996,64819668.33999997
2014-08-01,95836223226,932017,45035.48999999998,31622.569999999974,230433869.8199999,162418933.81999987,68014935.99999994
2014-08-02,105916206092,934931,48075.35999999998,33716.74999999997,240212462.6599999,169041739.1400001,71170723.52000004
2014-08-03,105448513251,876521,49564.77999999995,34819.65999999998,240780904.80000016,169448010.63999996,71332894.16
2014-08-04,97316312271,847844,42861.12,30134.039999999968,212361400.1999999,149958839.17000002,62402561.03000001
2014-08-05,93246653499,857666,44163.479999999996,31042.639999999978,216250299.03000006,149426453.00999996,66823846.019999996
2014-08-06,101857291630,807672,44883.35000000001,31227.40999999996,189710372.66000015,131003333.74999997,58707038.90999998
2014-08-07,96410216113,910416,41844.57000000001,29072.91999999998,220084278.31999987,153827310.94000003,66256967.38000003
2014-08-08,92955311717,877731,50104.69999999993,35678.84999999999,250843298.78,178800294.93,72043003.85
2014-08-09,99611268095,902521,55484.309999999925,39724.12999999998,270889022.0400001,194499737.42999995,76389284.61
2014-08-10,107878802187,999281,50580.06999999994,35547.42999999998,269831763.1200001,192522291.8200001,77309471.2999999
2014-08-11,90281870344,840457,47400.48999999997,33700.689999999995,251558521.62000024,180286008.15999994,71272513.46
2014-08-12,94281075974,869696,42345.77999999998,29466.469999999983,207355124.64000002,142180621.64000005,65174502.99999999
2014-08-13,105842096749,876625,57152.519999999895,40251.15,284201176.4099999,201192458.81,83008717.60000005
2014-08-14,101539952212,935311,52664.08999999996,37697.78999999997,271262883.4500001,196385595.89999998,74877287.55
2014-08-15,89860312213,833191,49780.51999999997,34992.78,240606221.91000006,167654497.1699999,72951724.73999998
2014-08-16,90058731463,838403,48571.19999999994,34035.85999999997,233663191.7999999,162026135.6599999,71637056.13999999
2014-08-17,117177266829,1078998,58990.39999999995,42264.74,303577876.7699998,217950559.24999997,85627317.52000004
2014-08-18,89481914007,814451,47058.56999999998,33448.62999999997,227704278.31999993,162708529.92999995,64995748.39000004
2014-08-19,101439906866,894242,50678.35999999996,35995.609999999964,249946371.50000018,177404545.52999997,72541825.97
2014-08-20,96773066093,875482,53689.71999999995,38799.21999999999,243308435.6499999,176609912.1,66698523.54999998
2014-08-21,99676913861,960857,51675.899999999936,36148.56999999999,255755074.49,177299491.53999993,78455582.94999999
2014-08-22,102634795600,893797,57191.7499999999,40506.660000000025,292475322.39,209401782.1600001,83073540.22999996
2014-08-23,105512060981,958267,52804.30999999994,37139.739999999976,262622395.16999996,185302870.35000005,77319524.82000002
2014-08-24,89210344296,863238,45502.05999999999,32315.08999999996,230629986.73999998,163330743.9700001,67299242.76999997
2014-08-25,96567959577,906774,46321.20999999994,32067.219999999987,225323608.43,155584272.00999993,69739336.41999997
2014-08-26,95505193683,863325,38991.34999999999,26974.879999999983,190410584.73,130804515.60999997,59606069.120000005
2014-08-27,95527884466,839179,50534.259999999966,36306.41999999996,248400260.51999995,177735023.66000012,70665236.86000001
2014-08-28,91486927901,802623,45952.07999999998,32224.40999999999,207417618.96999994,141657167.02999997,65760451.94000001
2014-08-29,95470401316,934061,45436.64999999996,32191.51999999997,248017807.22000003,176360543.66999993,71657263.54999997
2014-08-30,85577016130,802985,40925.360000000015,28955.389999999945,205594732.25,145099877.12000003,60494855.129999965
2014-08-31,102474352649,958290,42566.35999999998,29702.90999999997,213480666.57999995,148517442.74,64963223.84000005
2014-09-01,100016117749,902562,41283.68999999998,28578.099999999988,225502125.71999997,158407456.99,67094668.730000004
2014-09-02,96243038128,824770,41092.78000000002,29284.59999999997,203511337.47000006,145457358.46000004,58053979.00999998
2014-09-03,102851176284,943659,43580.330000000016,30516.419999999984,238423319.73999998,167468553.96,70954765.77999997
2014-09-04,97042713541,943588,42116.51000000002,29427.209999999985,209972674.24999997,146046338.21,63926336.04
2014-09-05,113074984859,1059476,52069.02999999996,36812.22,266510863.80000013,185886913.06999996,80623950.72999999
2014-09-06,97938763602,837312,46087.59999999998,32723.879999999976,212265450.70000017,149354333.48999998,62911117.20999999
2014-09-07,96175271654,897419,45676.999999999985,32627.059999999983,250330896.66000006,182166821.32999992,68164075.32999998
2014-09-08,95716072866,888002,43789.36,29763.969999999987,213701989.99999994,143615536.21,70086453.78999996
2014-09-09,80837831315,792875,42504.009999999966,29837.639999999996,222447339.86999992,159250026.36999997,63197313.49999997
2014-09-10,86467628201,900305,43912.46999999997,30491.90999999999,231503400.23000002,160402018.54,71101381.69000001
2014-09-11,113484972038,984938,56810.589999999946,39701.71999999998,262091204.29,183051424.46999997,79039779.82000001
2014-09-12,101176761797,889191,49347.28999999994,34454.83,246519970.42999992,172461202.98000002,74058767.45000002
2014-09-13,98536447215,884867,50144.60999999997,35331.08999999999,247608805.16000012,175363489.13,72245316.03000003
2014-09-14,104933142901,1024379,58032.60999999991,41075.66,298728339.6300001,211382584.7500001,87345754.88
2014-09-15,91551637259,823848,47087.15999999995,33159.81999999999,213943764.62999997,149064905.5399999,64878859.089999996
2014-09-16,96722558908,871574,52323.97999999995,36360.16000000002,252287301.24999985,175820502.39000005,76466798.86000004
2014-09-17,95374950878,879299,51083.06999999998,36455.19999999999,252003109.96000016,178172093.09000006,73831016.86999999
2014-09-18,97582484940,871956,49399.77999999998,35731.12999999997,245086077.0200001,175754780.84999996,69331296.16999994
2014-09-19,95160738820,861487,45791.499999999985,32113.349999999995,240782457.33999994,170306934.98000005,70475522.36000001
2014-09-20,106450303116,943827,54227.859999999964,38294.409999999996,259987184.39999998,183179182.82000008,76808001.57999997
2014-09-21,97443865734,914585,58436.15999999992,42605.14999999999,308819342.6100001,225672128.14,83147214.47000003
2014-09-22,96974617574,891635,53072.90999999994,38475.12999999999,266170835.33999994,193674492.27999994,72496343.05999991
2014-09-23,93059155059,822708,47624.33999999995,33744.92999999999,235566140.14999986,166622612.36,68943527.78999998
2014-09-24,76050956358,771955,42712.47999999999,30197.119999999988,240041731.89999998,170053504.56999993,69988227.33
2014-09-25,99335392537,945967,54063.95999999991,38499.79,285285744.98999995,206679708.60999992,78606036.38000004
2014-09-26,96815579469,899874,52452.64999999995,37922.62999999997,276274139.04999995,200224620.82,76049518.22999999
2014-09-27,106020536256,945119,48814.129999999976,34620.95,243055357.2599998,172297785.64,70757571.61999993
2014-09-28,88573121673,823754,44413.39999999995,31601.529999999977,221176180.65000004,158978836.25000003,62197344.400000006
2014-09-29,92059825856,768462,42718.52999999998,29753.329999999976,203971825.26000005,141324909.68999997,62646915.570000045
2014-09-30,107398328481,969867,52617.49999999995,37282.78999999998,263958462.02000007,188220044.28999987,75738417.73000003
2014-10-01,110254499901,920185,46128.55999999996,32431.249999999967,224942952.57000005,158094347.12000006,66848605.45
2014-10-02,110384423929,944156,44369.25,30962.08999999997,226832428.02000004,159195749.88000005,67636678.13999996
2014-10-03,99520357551,826104,41034.879999999976,28742.289999999975,183212578.91999987,125741020.22999996,57471558.689999975
2014-10-04,95189961752,860348,39672.42000000001,27086.20999999999,203730006.25999984,139392847.79000002,64337158.470000036
2014-10-05,87617035486,828902,38391.970000000016,26736.829999999973,185485752.0800001,126050547.82999995,59435204.25000001
2014-10-06,99008907692,908709,43344.25999999997,30013.309999999983,220632863.38000014,153390308.51000005,67242554.87000002
2014-10-07,109589917130,961944,46413.29999999998,32804.219999999965,243766799.90999997,173175401.67999995,70591398.22999997
2014-10-08,112866422995,1050250,49184.38,33818.99999999998,251852473.28999978,173661947.00000006,78190526.29000007
2014-10-09,106361867897,963876,43881.150000000016,30573.259999999962,223133985.79999992,155560948.62999994,67573037.16999999
2014-10-10,91480957789,854791,42668.70999999999,29624.239999999998,215319367.6500001,151620051.01999992,63699316.62999999
2014-10-11,99881180447,956731,44824.35999999999,31103.72999999996,204851421.2100001,139732635.66000003,65118785.549999945
2014-10-12,106483328591,990759,54730.659999999945,38572.38999999999,270906365.9799999,190545354.86999997,80361011.10999998
2014-10-13,107767103299,917386,52910.579999999936,37229.209999999985,257522948.74000016,183931446.89999998,73591501.84000005
2014-10-14,90262849132,910208,50989.49999999992,35880.66999999999,253304823.02999994,178471705.78000003,74833117.25
2014-10-15,105284791336,915287,50513.59999999995,35968.24999999999,237492001.31,167745067.34999996,69746933.95999998
2014-10-16,99587170022,878549,45997.289999999964,31879.069999999996,233542535.2,161967149.31999996,71575385.87999994
2014-10-17,103110626925,884010,51161.04999999994,35781.959999999985,244416430.6000001,169809213.63000005,74607216.96999998
2014-10-18,97052114577,935564,48276.39999999994,34121.34,254563606.45,179718106.22999993,74845500.22
2014-10-19,96082662745,813837,49195.27999999996,35237.61999999998,248130173.03000006,179044360.41000003,69085812.62000003
2014-10-20,87648232090,841808,44948.68000000001,32263.769999999957,225504455.61,161576451.31,63928004.300000004
2014-10-21,105993285721,909918,51429.79999999996,36244.89,250138162.06000006,178107282.57999995,72030879.47999996
2014-10-22,109835112937,909685,51905.929999999935,35917.249999999985,251732153.4900001,174516932.84000015,77215220.64999999
2014-10-23,97087168170,767022,54284.569999999934,38791.99999999999,250748516.01000005,178419055.86999997,72329460.14000006
2014-10-24,93039145318,890539,46218.05999999996,32360.629999999994,253503510.65,178618958.5400001,74884552.11
2014-10-25,115947839554,959879,60716.62999999992,43519.93999999999,276079472.61999995,196922217.18000004,79157255.43999988
2014-10-26,103828334256,927256,50645.32999999993,35444.76999999998,243603189.9599999,168207551.72999993,75395638.22999999
2014-10-27,98799355379,909817,53078.87999999994,37509.04,239808239.67999986,164571233.13000005,75237006.55000004
2014-10-28,98277782060,858115,48941.36999999995,34255.619999999995,232572569.60999984,163551337.19000006,69021232.42000002
2014-10-29,104812742769,986447,52401.45999999997,36437.81999999997,253033720.29000002,174724783.74999997,78308936.54000004
2014-10-30,97949305176,855650,47736.58999999995,33520.05999999999,237544057.58,167370637.4599999,70173420.11999997
2014-10-31,98500487385,801575,44710.579999999965,31298.919999999984,207194084.48000005,145538019.95000002,61656064.53000002
2014-11-01,89543371818,854630,46055.06999999998,33250.17999999997,223780447.76000008,159905037.26999995,63875410.490000024
2014-11-02,105343962122,961786,51149.43999999992,35913.80999999998,252626450.03000003,176901254.36999995,75725195.66000006
2014-11-03,99131212406,940246,49451.09999999993,34939.97999999998,260600430.97999996,186286994.45999998,74313436.52
2014-11-04,94255675663,873183,40956.81999999999,27985.009999999977,213350794.55000007,145451905.23999998,67898889.31
2014-11-05,89042314968,837326,44199.240000000005,31260.469999999965,217635924.51000005,152773570.69999996,64862353.81000001
2014-11-06,108412447005,1042061,50917.59999999996,35498.36999999998,274539619.0600001,192771345.82,81768273.24000002
2014-11-07,107370383680,936939,48526.25,34057.399999999965,229751757.03000003,161344948.0200001,68406809.01000002
2014-11-08,96325182951,905757,46776.94999999999,32477.349999999955,210042740.8800001,143976263.01999992,66066477.86000003
2014-11-09,107557811003,944604,49266.37999999996,34768.75999999998,263351836.92000002,189125975.88000005,74225861.03999998
2014-11-10,96324169942,974008,42535.42,29392.869999999995,221629655.92999995,154925168.67,66704487.25999997
2014-11-11,104837707217,1005132,49383.76999999998,34077.64999999998,244162495.81,166491088.12,77671407.69000006
2014-11-12,100268530240,896728,52159.099999999955,37482.86999999997,261865579.91999987,187287386.85999987,74578193.06000005
2014-11-13,101916314666,952755,51594.46999999996,37113.54999999999,271204047.2700001,196695808.6699999,74508238.59999996
2014-11-14,97354089441,891218,51767.549999999945,37047.890000000014,256724150.86999995,183277143.70999995,73447007.15999998
2014-11-15,105322308983,922157,53330.68999999995,37364.84,278795888.35999984,197308760.97000006,81487127.38999997
2014-11-16,87300311894,838764,49355.12999999994,35167.9,235802101.9399999,167425332.69,68376769.25000001
2014-11-17,111466237050,984414,50852.90999999996,35257.799999999996,268014802.79000005,186989137.17,81025665.61999999
2014-11-18,86702721811,825450,43945.2,30590.639999999996,227345858.2000001,159293152.58,68052705.61999997
2014-11-19,119288465848,1067417,57130.07999999992,40588.24999999999,299194512.2899997,215195606.46999997,83998905.81999993
2014-11-20,88326714673,809888,43552.79,30309.119999999995,216017742.60000005,151724254.52999994,64293488.070000015
2014-11-21,100058900924,930463,51440.04999999992,36543.359999999986,262047561.39999986,187072339.08999997,74975222.31000002
2014-11-22,108031327926,977330,54126.86999999993,38339.06999999998,269565908.21000004,190446080.19,79119828.02000001
2014-11-23,94075797717,813294,45465.869999999966,32143.919999999973,218839627.84999985,152716789.93999985,66122837.91
2014-11-24,93544478449,825259,48429.03999999997,34201.219999999994,231433016.36999995,162093760.56000003,69339255.80999997
2014-11-25,88749409320,771187,48409.859999999935,34476.41999999999,227313142.46999997,162619616.21999997,64693526.25000003
2014-11-26,106445943221,965925,52260.829999999965,37214.53999999999,277072999.53999996,196597761.92999998,80475237.61000006
2014-11-27,108134118325,955289,54394.94999999994,38158.789999999964,273667677.81000006,194281891.10999995,79385786.70000003
2014-11-28,103500587540,935445,49545.71999999996,35344.079999999965,247213190.10999998,174977050.41999993,72236139.68999997
2014-11-29,94437032559,824994,45588.52,32817.23999999997,214617642.54000002,153763699.31999996,60853943.22000002
2014-11-30,94229796554,902684,49462.06999999997,35601.59999999999,256004602.03999993,185117795.94999993,70886806.09
2014-12-01,99853621417,867131,47229.749999999985,33517.12999999996,233145593.8999999,165675634.02,67469959.88
2014-12-02,93429055571,863344,43472.169999999984,30350.72999999999,207913292.89999992,143707789.29000005,64205503.60999994
2014-12-03,106240321372,938997,48151.84999999996,34125.49999999997,244573453.66000018,175065883.07000008,69507570.58999993
2014-12-04,110193088788,986971,51812.27999999993,36644.10999999997,253839505.92999998,179768504.58000007,74071001.35
2014-12-05,94522302536,892843,42823.08000000002,30065.209999999974,215313213.25999987,150902392.31999996,64410820.94000004
2014-12-06,96609992622,908722,46821.29999999998,33381.14999999996,223423409.3700001,158038937.64999995,65384471.72000003
